"species","code","title","timing","scope","severity","score","invasive"
"Alca torda","8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison"
"Alca torda","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Unspecified Rattus"
"Alca torda","8.1.2","Named species (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison"
"Alca torda","8.1.2","Named species (Unspecified Rattus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Unspecified Rattus"
"Alca torda","9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Alca torda","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Alca torda","9.2.1","Oil spills","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA
"Alca torda","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Cepphus grylle","5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Cepphus grylle","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Cepphus grylle","8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison"
"Cepphus grylle","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Minority (<50%)","Unknown","Unknown","Unspecified Rattus"
"Cepphus grylle","8.1.2","Named species (Neovison vison)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Neovison vison"
"Cepphus grylle","8.1.2","Named species (Unspecified Rattus)","Ongoing","Minority (<50%)","Unknown","Unknown","Unspecified Rattus"
"Cepphus grylle","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Cepphus grylle","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Cepphus grylle","9.2.1","Oil spills","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Cepphus grylle","9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Cepphus grylle","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Cepphus grylle","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Fratercula arctica","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Fratercula arctica","11.4","Storms & flooding","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Fratercula arctica","3.3","Renewable energy","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Fratercula arctica","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Fratercula arctica","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Fratercula arctica","5.4","Fishing & harvesting aquatic resources","Ongoing","Unknown","Rapid Declines","Unknown",NA
"Fratercula arctica","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Unknown","Rapid Declines","Unknown",NA
"Fratercula arctica","6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Fratercula arctica","8.1","Invasive non-native/alien species/diseases (Neovison vison)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Neovison vison"
"Fratercula arctica","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Unspecified Rattus"
"Fratercula arctica","8.1.2","Named species (Neovison vison)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Neovison vison"
"Fratercula arctica","8.1.2","Named species (Unspecified Rattus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Unspecified Rattus"
"Fratercula arctica","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Fratercula arctica","9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Fratercula arctica","9.4","Garbage & solid waste","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Streptopelia turtur","11.2","Droughts","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"Streptopelia turtur","11.3","Temperature extremes","Ongoing","Unknown","Unknown","Unknown",NA
"Streptopelia turtur","2.1","Annual & perennial non-timber crops","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","2.1.3","Agro-industry farming","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","5.1","Hunting & trapping terrestrial animals","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","5.1.1","Intentional use (species is the target)","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","5.1.2","Unintentional effects (species is not the target)","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","8.2","Problematic native species/diseases (Streptopelia decaocto)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Streptopelia decaocto"
"Streptopelia turtur","8.2","Problematic native species/diseases (Trichomonas gallinae)","Ongoing","Minority (<50%)","Unknown","Unknown","Trichomonas gallinae"
"Streptopelia turtur","8.2.2","Named species (Streptopelia decaocto)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Streptopelia decaocto"
"Streptopelia turtur","8.2.2","Named species (Trichomonas gallinae)","Ongoing","Minority (<50%)","Unknown","Unknown","Trichomonas gallinae"
"Streptopelia turtur","9.3","Agricultural & forestry effluents","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Streptopelia turtur","9.3.3","Herbicides and pesticides","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA
"Asio otus","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Asio otus","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio otus","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio otus","4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio otus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio otus","5.1.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio otus","8.2","Problematic native species/diseases (Strix aluco)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Strix aluco"
"Asio otus","8.2.2","Named species (Strix aluco)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Strix aluco"
"Asio otus","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio otus","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio flammeus","1.1","Housing & urban areas","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Unknown","Unknown",NA
"Asio flammeus","1.3","Tourism & recreation areas","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","3.3","Renewable energy","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Asio flammeus","4.1","Roads & railroads","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Asio flammeus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Asio flammeus","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Asio flammeus","7.2","Dams & water management/use","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","7.2.4","Abstraction of surface water (unknown use)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Asio flammeus","8.1","Invasive non-native/alien species/diseases (Canis familiaris)","Ongoing","Minority (<50%)","Unknown","Unknown","Canis familiaris"
"Asio flammeus","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Minority (<50%)","Unknown","Unknown","Felis catus"
"Asio flammeus","8.1.2","Named species (Canis familiaris)","Ongoing","Minority (<50%)","Unknown","Unknown","Canis familiaris"
"Asio flammeus","8.1.2","Named species (Felis catus)","Ongoing","Minority (<50%)","Unknown","Unknown","Felis catus"
"Asio flammeus","8.2","Problematic native species/diseases (Unspecified MEPHITIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified MEPHITIDAE"
"Asio flammeus","8.2.2","Named species (Unspecified MEPHITIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified MEPHITIDAE"
"Asio flammeus","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Asio flammeus","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Riparia riparia","11.2","Droughts","Past, Likely to Return","Minority (<50%)","Rapid Declines","Past Impact",NA
"Riparia riparia","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Riparia riparia","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Riparia riparia","7.2.11","Dams (size unknown)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Riparia riparia","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Riparia riparia","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Hirundo rustica","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Hirundo rustica","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Hirundo rustica","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Hirundo rustica","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Hirundo rustica","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Hirundo rustica","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Hirundo rustica","7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Hirundo rustica","7.2.3","Abstraction of surface water (agricultural use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Hirundo rustica","8.1","Invasive non-native/alien species/diseases (Passer domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Passer domesticus"
"Hirundo rustica","8.1.2","Named species (Passer domesticus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Passer domesticus"
"Hirundo rustica","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Hirundo rustica","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Delichon urbicum","11.4","Storms & flooding","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Delichon urbicum","8.2","Problematic native species/diseases (Passer domesticus)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Passer domesticus"
"Delichon urbicum","8.2.2","Named species (Passer domesticus)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Passer domesticus"
"Anthus pratensis","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Anthus pratensis","11.2","Droughts","Future","Minority (<50%)","Slow, Significant Declines","Low Impact: 3",NA
"Anthus pratensis","11.4","Storms & flooding","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA
"Anthus pratensis","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Anthus pratensis","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Anthus pratensis","5.1","Hunting & trapping terrestrial animals","Ongoing","Unknown","Unknown","Unknown",NA
"Anthus pratensis","5.1.3","Persecution/control","Ongoing","Unknown","Unknown","Unknown",NA
"Motacilla alba","11.5","Other impacts","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7",NA
"Oenanthe oenanthe","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Oenanthe oenanthe","11.2","Droughts","Past, Likely to Return","Minority (<50%)","Slow, Significant Declines","Past Impact",NA
"Oenanthe oenanthe","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Oenanthe oenanthe","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Oenanthe oenanthe","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Oenanthe oenanthe","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Oenanthe oenanthe","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Turdus torquatus","11.3","Temperature extremes","Ongoing","Unknown","Unknown",NA,NA
"Turdus merula","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Turdus merula","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Turdus merula","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Turdus merula","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Turdus merula","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA
"Turdus merula","6.3","Work & other activities","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Turdus merula","8.2","Problematic native species/diseases","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Turdus merula","8.2.1","Unspecified species","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA
"Turdus iliacus","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Turdus iliacus","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA
"Turdus iliacus","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Turdus iliacus","2.3.1","Nomadic grazing","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Turdus iliacus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Turdus iliacus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Cisticola juncidis","11.1","Habitat shifting & alteration","Future","Minority (<50%)","Unknown",NA,NA
"Phylloscopus collybita","11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Phylloscopus collybita","11.2","Droughts","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA
"Phylloscopus collybita","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Phylloscopus collybita","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Phylloscopus collybita","8.2","Problematic native species/diseases (Phylloscopus trochilus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phylloscopus trochilus"
"Phylloscopus collybita","8.2","Problematic native species/diseases (Regulus regulus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Regulus regulus"
"Phylloscopus collybita","8.2.2","Named species (Phylloscopus trochilus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Phylloscopus trochilus"
"Phylloscopus collybita","8.2.2","Named species (Regulus regulus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Regulus regulus"
"Ficedula hypoleuca","11.5","Other impacts","Ongoing","Unknown","Unknown",NA,NA
"Poecile montanus","11.5","Other impacts","Ongoing","Whole (>90%)","Unknown","Unknown",NA
"Poecile montanus","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Poecile montanus","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Poecile montanus","8.2","Problematic native species/diseases (Dendrocopos major)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Dendrocopos major"
"Poecile montanus","8.2","Problematic native species/diseases (Unspecified PARIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified PARIDAE"
"Poecile montanus","8.2.2","Named species (Dendrocopos major)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Dendrocopos major"
"Poecile montanus","8.2.2","Named species (Unspecified PARIDAE)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Unspecified PARIDAE"
"Parus major","11.5","Other impacts","Ongoing","Unknown","Unknown",NA,NA
"Sturnus vulgaris","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sturnus vulgaris","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA
"Sturnus vulgaris","5.1","Hunting & trapping terrestrial animals","Past, Unlikely to Return","Minority (<50%)","Negligible declines","Past Impact",NA
"Sturnus vulgaris","5.1.1","Intentional use (species is the target)","Past, Unlikely to Return","Minority (<50%)","Negligible declines","Past Impact",NA
"Carduelis carduelis","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Carduelis carduelis","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Carduelis carduelis","5.1.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA
"Plectrophenax nivalis","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"Anser canagicus","11.1","Habitat shifting & alteration","Future","Majority (50-90%)","Slow, Significant Declines",NA,NA
"Anser canagicus","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Anser canagicus","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Anser canagicus","9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Anser canagicus","9.2.1","Oil spills","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA
"Acanthis flammea","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA
"Tadorna cana","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Slow, Significant Declines","Low Impact: 5",NA
"Tadorna cana","6.1","Recreational activities","Ongoing","Minority (<50%)","No decline","Low Impact: 4",NA
"Tadorna cana","7.3","Other ecosystem modifications","Future","Majority (50-90%)","Slow, Significant Declines","Low Impact: 4",NA
"Tadorna cana","8.1","Invasive non-native/alien species/diseases (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"Tadorna cana","8.1","Invasive non-native/alien species/diseases (Tadorna ferruginea)","Ongoing","Minority (<50%)","No decline","Low Impact: 4","Tadorna ferruginea"
"Tadorna cana","8.1.2","Named species (Clostridium botulinum)","Future","Minority (<50%)","Rapid Declines","Low Impact: 4","Clostridium botulinum"
"Tadorna cana","8.1.2","Named species (Tadorna ferruginea)","Ongoing","Minority (<50%)","No decline","Low Impact: 4","Tadorna ferruginea"
"Larus michahellis","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus michahellis","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
"Larus michahellis","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA
